"project_id","site_id","datetime","duration","depth_m","variable","observation"
"vera4cast","fcre",2019-05-16 18:48:22,"P1D",1.5,"MixedAlgae_ugL_sample",0
"vera4cast","fcre",2019-05-20 13:48:08,"P1D",1.5,"GreenAlgae_ugL_sample",2.99
"vera4cast","fcre",2019-05-20 13:48:08,"P1D",1.5,"Bluegreens_ugL_sample",0
"vera4cast","fcre",2019-05-20 13:48:08,"P1D",1.5,"BrownAlgae_ugL_sample",2.03
"vera4cast","fcre",2019-05-20 13:48:08,"P1D",1.5,"MixedAlgae_ugL_sample",0
"vera4cast","fcre",2019-05-27 13:46:23,"P1D",1.5,"GreenAlgae_ugL_sample",3.79
"vera4cast","fcre",2019-05-27 13:46:23,"P1D",1.5,"Bluegreens_ugL_sample",0.6
"vera4cast","fcre",2019-05-27 13:46:23,"P1D",1.5,"BrownAlgae_ugL_sample",1.72
"vera4cast","fcre",2019-05-27 13:46:23,"P1D",1.5,"MixedAlgae_ugL_sample",0
"vera4cast","fcre",2019-06-03 13:27:19,"P1D",1.5,"GreenAlgae_ugL_sample",4.43
"vera4cast","fcre",2019-06-03 13:27:19,"P1D",1.5,"Bluegreens_ugL_sample",3.04
"vera4cast","fcre",2019-06-03 13:27:19,"P1D",1.5,"BrownAlgae_ugL_sample",1.31
"vera4cast","fcre",2019-06-03 13:27:19,"P1D",1.5,"MixedAlgae_ugL_sample",0
"vera4cast","fcre",2019-06-10 14:08:26,"P1D",1.5,"GreenAlgae_ugL_sample",2.88
"vera4cast","fcre",2019-06-10 14:08:26,"P1D",1.5,"Bluegreens_ugL_sample",3.64
"vera4cast","fcre",2019-06-10 14:08:26,"P1D",1.5,"BrownAlgae_ugL_sample",4.47
"vera4cast","fcre",2019-06-10 14:08:26,"P1D",1.5,"MixedAlgae_ugL_sample",0
"vera4cast","fcre",2019-06-13 17:23:02,"P1D",1.5,"GreenAlgae_ugL_sample",2.94
"vera4cast","fcre",2019-06-13 17:23:02,"P1D",1.5,"Bluegreens_ugL_sample",3.62
"vera4cast","fcre",2019-06-13 17:23:02,"P1D",1.5,"BrownAlgae_ugL_sample",4.24
"vera4cast","fcre",2019-06-13 17:23:02,"P1D",1.5,"MixedAlgae_ugL_sample",0
"vera4cast","fcre",2019-06-17 14:30:21,"P1D",1.5,"GreenAlgae_ugL_sample",2.03
"vera4cast","fcre",2019-06-17 14:30:21,"P1D",1.5,"Bluegreens_ugL_sample",4.19
"vera4cast","fcre",2019-06-17 14:30:21,"P1D",1.5,"BrownAlgae_ugL_sample",2.37
"vera4cast","fcre",2019-06-17 14:30:21,"P1D",1.5,"MixedAlgae_ugL_sample",0
